,library,run,r1_file,reads_raw_r1,reads_primers,reads_filtered,reads_merged,reads_tabled,SampleID,Order,Family,Genus,Species,Sample_type,Location.or.lat,DOI,Location,Source,Richness,Shannon,ISimpson,Depth
SRR6486731,SRR6486731,SRP130314,SRR6486731_1.fastq.gz,107393,107393,38772,4684,4684,SRR6486731,Passeriformes,Thraupidae,Camarhynchus,Parvulus,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,24,8.761739623,4.969428077,4684
SRR6486732,SRR6486732,SRP130314,SRR6486732_1.fastq.gz,36182,36182,32802,4924,4924,SRR6486732,Passeriformes,Thraupidae,Camarhynchus,Parvulus,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,43,10.4461283,4.774439048,4924
SRR6486733,SRR6486733,SRP130314,SRR6486733_1.fastq.gz,54143,54143,48289,4895,4895,SRR6486733,Passeriformes,Thraupidae,Camarhynchus,Parvulus,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,71,22.81441313,8.574483343,4895
SRR6486734,SRR6486734,SRP130314,SRR6486734_1.fastq.gz,59550,59550,54006,4992,4992,SRR6486734,Passeriformes,Thraupidae,Geospiza,Fuliginosa,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,17,7.349999368,5.349528998,4992
SRR6486735,SRR6486735,SRP130314,SRR6486735_1.fastq.gz,48720,48720,43345,4879,4879,SRR6486735,Passeriformes,Thraupidae,Camarhynchus,Pallidus,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,49,12.08145118,5.15302273,4879
SRR6486736,SRR6486736,SRP130314,SRR6486736_1.fastq.gz,26967,26967,24150,4975,4975,SRR6486736,Passeriformes,Thraupidae,Geospiza,Fortis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,27,8.439832641,5.45989943,4975
SRR6486737,SRR6486737,SRP130314,SRR6486737_1.fastq.gz,22958,22958,20184,4974,4974,SRR6486737,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,21,3.644272748,2.505910201,4974
SRR6486738,SRR6486738,SRP130314,SRR6486738_1.fastq.gz,12818,12818,11239,4919,4919,SRR6486738,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,55,14.75049235,5.903894123,4919
SRR6486739,SRR6486739,SRP130314,SRR6486739_1.fastq.gz,24633,24633,22537,4975,4975,SRR6486739,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,52,21.33876857,12.03131904,4975
SRR6486740,SRR6486740,SRP130314,SRR6486740_1.fastq.gz,37877,37877,32056,4922,4922,SRR6486740,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,78,35.94939364,21.77112806,4922
SRR6486741,SRR6486741,SRP130314,SRR6486741_1.fastq.gz,25158,25158,22289,4927,4927,SRR6486741,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,38,13.14878491,8.056245605,4927
SRR6486742,SRR6486742,SRP130314,SRR6486742_1.fastq.gz,19442,19442,17160,4929,4929,SRR6486742,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,37,17.91073801,10.10131273,4929
SRR6486743,SRR6486743,SRP130314,SRR6486743_1.fastq.gz,34873,34873,31296,4887,4887,SRR6486743,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,25,5.766356851,3.56054665,4887
SRR6486744,SRR6486744,SRP130314,SRR6486744_1.fastq.gz,33187,33187,29116,4957,4957,SRR6486744,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,37,13.96914958,9.248959335,4957
SRR6486745,SRR6486745,SRP130314,SRR6486745_1.fastq.gz,27964,27964,23465,4955,4955,SRR6486745,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,26,7.621527767,4.345411933,4955
SRR6486746,SRR6486746,SRP130314,SRR6486746_1.fastq.gz,18804,18804,16355,4956,4956,SRR6486746,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,37,7.72900275,4.16872501,4956
SRR6486747,SRR6486747,SRP130314,SRR6486747_1.fastq.gz,43255,43255,38647,4952,4952,SRR6486747,Passeriformes,Thraupidae,Certhidea,Olivacea,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,60,8.547064732,3.599906517,4952
SRR6486748,SRR6486748,SRP130314,SRR6486748_1.fastq.gz,30895,30895,27915,4941,4941,SRR6486748,Passeriformes,Thraupidae,Geospiza,Fuliginosa,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,29,4.205200314,2.257345753,4941
SRR6486749,SRR6486749,SRP130314,SRR6486749_1.fastq.gz,31120,31120,27553,4959,4959,SRR6486749,Passeriformes,Thraupidae,Camarhynchus,Parvulus,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,31,7.433156034,3.525035574,4959
SRR6486750,SRR6486750,SRP130314,SRR6486750_1.fastq.gz,67974,67974,12349,4546,4546,SRR6486750,Passeriformes,Thraupidae,Camarhynchus,Parvulus,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,19,9.234585731,7.863106766,4546
SRR6486751,SRR6486751,SRP130314,SRR6486751_1.fastq.gz,35060,35060,31883,4928,4928,SRR6486751,Passeriformes,Thraupidae,Geospiza,Fuliginosa,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,29,6.254910403,3.872300054,4928
SRR6486752,SRR6486752,SRP130314,SRR6486752_1.fastq.gz,40643,40643,36111,4988,4988,SRR6486752,Passeriformes,Thraupidae,Certhidea,Olivacea,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,16,2.873622832,2.304136475,4988
SRR6486753,SRR6486753,SRP130314,SRR6486753_1.fastq.gz,32505,32505,29374,4963,4963,SRR6486753,Passeriformes,Thraupidae,Certhidea,Olivacea,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,24,5.20331653,3.21479483,4963
SRR6486754,SRR6486754,SRP130314,SRR6486754_1.fastq.gz,55126,55126,49295,4938,4938,SRR6486754,Passeriformes,Thraupidae,Geospiza,Fuliginosa,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,37,8.973753989,4.832506903,4938
SRR6486755,SRR6486755,SRP130314,SRR6486755_1.fastq.gz,27601,27601,24843,4968,4968,SRR6486755,Passeriformes,Thraupidae,Certhidea,Olivacea,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,22,6.260688888,3.726379164,4968
SRR6486756,SRR6486756,SRP130314,SRR6486756_1.fastq.gz,51210,51210,45689,4970,4970,SRR6486756,Passeriformes,Thraupidae,Geospiza,Fuliginosa,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,23,7.962786017,5.604234741,4970
SRR6486757,SRR6486757,SRP130314,SRR6486757_1.fastq.gz,152642,152642,16774,4959,4959,SRR6486757,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,27,2.736630176,1.532644499,4959
SRR6486758,SRR6486758,SRP130314,SRR6486758_1.fastq.gz,25342,25342,22729,4951,4951,SRR6486758,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,34,7.595600574,4.672839128,4951
SRR6486759,SRR6486759,SRP130314,SRR6486759_1.fastq.gz,35758,35758,30217,4896,4896,SRR6486759,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,57,17.97162935,11.28448359,4896
SRR6486760,SRR6486760,SRP130314,SRR6486760_1.fastq.gz,24200,24200,21755,4937,4937,SRR6486760,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,27,6.642619755,4.098386454,4937
SRR6486761,SRR6486761,SRP130314,SRR6486761_1.fastq.gz,73527,73527,56680,4878,4878,SRR6486761,Passeriformes,Thraupidae,Certhidea,Olivacea,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,45,12.18587231,6.290173641,4878
SRR6486762,SRR6486762,SRP130314,SRR6486762_1.fastq.gz,17877,17877,15349,4968,4968,SRR6486762,Passeriformes,Thraupidae,Geospiza,Conirostris,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,30,5.377247326,2.637582929,4968
SRR6486763,SRR6486763,SRP130314,SRR6486763_1.fastq.gz,14727,14727,13046,4921,4921,SRR6486763,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,42,18.34715969,10.78914244,4921
SRR6486764,SRR6486764,SRP130314,SRR6486764_1.fastq.gz,31459,31459,28046,4995,4995,SRR6486764,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,35,16.44884383,10.41478564,4995
SRR6486765,SRR6486765,SRP130314,SRR6486765_1.fastq.gz,53056,53056,36046,4980,4980,SRR6486765,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,58,16.22810116,8.32494698,4980
SRR6486766,SRR6486766,SRP130314,SRR6486766_1.fastq.gz,29585,29585,25860,4879,4879,SRR6486766,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,32,10.55788752,6.050963326,4879
SRR6486767,SRR6486767,SRP130314,SRR6486767_1.fastq.gz,29957,29957,26806,4948,4948,SRR6486767,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,49,7.943513584,3.455290682,4948
SRR6486768,SRR6486768,SRP130314,SRR6486768_1.fastq.gz,30172,30172,27102,4951,4951,SRR6486768,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,47,16.358368,8.106143034,4951
SRR6486769,SRR6486769,SRP130314,SRR6486769_1.fastq.gz,30031,30031,26447,4928,4928,SRR6486769,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,44,7.512031399,3.062137016,4928
SRR6486770,SRR6486770,SRP130314,SRR6486770_1.fastq.gz,31292,31292,27204,4967,4967,SRR6486770,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,37,10.87829602,6.392671218,4967
SRR6486771,SRR6486771,SRP130314,SRR6486771_1.fastq.gz,38333,38333,34793,4940,4940,SRR6486771,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,49,17.03930369,7.802490546,4940
SRR6486772,SRR6486772,SRP130314,SRR6486772_1.fastq.gz,26255,26255,23681,4952,4952,SRR6486772,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,53,27.63621531,15.82261751,4952
SRR6486773,SRR6486773,SRP130314,SRR6486773_1.fastq.gz,28253,28253,25179,4963,4963,SRR6486773,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,28,8.106525055,4.533763247,4963
SRR6486774,SRR6486774,SRP130314,SRR6486774_1.fastq.gz,27693,27693,24703,4944,4944,SRR6486774,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,44,15.53867132,8.548458013,4944
SRR6486775,SRR6486775,SRP130314,SRR6486775_1.fastq.gz,29420,29420,25326,4917,4917,SRR6486775,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,39,15.23360344,9.656660738,4917
SRR6486776,SRR6486776,SRP130314,SRR6486776_1.fastq.gz,23319,23319,21010,4975,4975,SRR6486776,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,20,3.542911437,2.526599315,4975
SRR6486777,SRR6486777,SRP130314,SRR6486777_1.fastq.gz,40509,40509,37171,4910,4910,SRR6486777,Passeriformes,Thraupidae,Geospiza,Conirostris,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,44,9.488485952,3.960131426,4910
SRR6486778,SRR6486778,SRP130314,SRR6486778_1.fastq.gz,46364,46364,41073,4930,4930,SRR6486778,Passeriformes,Thraupidae,Geospiza,Conirostris,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,56,17.37875166,8.488629974,4930
SRR6486779,SRR6486779,SRP130314,SRR6486779_1.fastq.gz,44593,44593,40099,4945,4945,SRR6486779,Passeriformes,Thraupidae,Geospiza,Fortis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,17,2.158492791,1.3890021,4945
SRR6486780,SRR6486780,SRP130314,SRR6486780_1.fastq.gz,45443,45443,41473,4901,4901,SRR6486780,Passeriformes,Thraupidae,Geospiza,Scandens,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,43,15.73354735,8.976374972,4901
SRR6486781,SRR6486781,SRP130314,SRR6486781_1.fastq.gz,34652,34652,31249,4961,4961,SRR6486781,Passeriformes,Thraupidae,Geospiza,Scandens,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,34,12.16900408,6.628421432,4961
SRR6486782,SRR6486782,SRP130314,SRR6486782_1.fastq.gz,63468,63468,56406,4938,4938,SRR6486782,Passeriformes,Thraupidae,Platyspiza,Crassirostris,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,52,16.18181406,7.311357143,4938
SRR6486783,SRR6486783,SRP130314,SRR6486783_1.fastq.gz,77964,77964,69372,4979,4979,SRR6486783,Passeriformes,Thraupidae,Platyspiza,Crassirostris,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,41,10.96481782,5.733170415,4979
SRR6486785,SRR6486785,SRP130314,SRR6486785_1.fastq.gz,41771,41771,36490,4781,4781,SRR6486785,Passeriformes,Thraupidae,Camarhynchus,Parvulus,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,110,44.41659566,22.15706651,4781
SRR6486786,SRR6486786,SRP130314,SRR6486786_1.fastq.gz,177220,177220,28417,4217,4217,SRR6486786,Passeriformes,Thraupidae,Camarhynchus,Parvulus,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,43,33.52311955,29.86069501,4217
SRR6486787,SRR6486787,SRP130314,SRR6486787_1.fastq.gz,34012,34012,30259,4940,4940,SRR6486787,Passeriformes,Thraupidae,Geospiza,Fortis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,37,8.228613224,4.351305377,4940
SRR6486788,SRR6486788,SRP130314,SRR6486788_1.fastq.gz,27350,27350,24101,4986,4986,SRR6486788,Passeriformes,Thraupidae,Geospiza,Scandens,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,58,23.7041237,13.28484492,4986
SRR6486789,SRR6486789,SRP130314,SRR6486789_1.fastq.gz,26785,26785,23025,4946,4946,SRR6486789,Passeriformes,Thraupidae,Geospiza,Fortis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,32,11.91463123,6.733374731,4946
SRR6486790,SRR6486790,SRP130314,SRR6486790_1.fastq.gz,22486,22486,20148,4981,4981,SRR6486790,Passeriformes,Thraupidae,Geospiza,Fortis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,17,3.119399189,2.27572372,4981
SRR6486791,SRR6486791,SRP130314,SRR6486791_1.fastq.gz,37283,37283,33543,4897,4897,SRR6486791,Passeriformes,Thraupidae,Geospiza,Fuliginosa,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,32,8.116888417,4.470773758,4897
SRR6486792,SRR6486792,SRP130314,SRR6486792_1.fastq.gz,20493,20493,18563,4955,4955,SRR6486792,Passeriformes,Thraupidae,Geospiza,Fortis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,38,10.96612571,6.056335058,4955
SRR6486793,SRR6486793,SRP130314,SRR6486793_1.fastq.gz,30639,30639,27418,4926,4926,SRR6486793,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,40,18.49988604,10.82292587,4926
SRR6486794,SRR6486794,SRP130314,SRR6486794_1.fastq.gz,40821,40821,36060,4952,4952,SRR6486794,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,38,14.97997316,8.351964775,4952
SRR6486795,SRR6486795,SRP130314,SRR6486795_1.fastq.gz,25517,25517,22710,4958,4958,SRR6486795,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,43,16.33192018,8.100965455,4958
SRR6486796,SRR6486796,SRP130314,SRR6486796_1.fastq.gz,31744,31744,27343,4914,4914,SRR6486796,Passeriformes,Thraupidae,Geospiza,Difficilis,Feces,"-0.6,-90.5",10.1186/s40168-018-0555-8,Ecuador,CoMiDa,73,20.63102986,9.986326149,4914
SRR6785645,SRR6785645,SRP133552,SRR6785645_1.fastq.gz,137022,137022,107425,4964,4964,SRR6785645,Galliformes,Phasianidae,Gallus,Gallus,Cecum,"52.831637,-1.250902",10.1186/s40168-018-0477-5,UK,CoMiDa,79,35.57894903,21.16487983,4964
SRR6785646,SRR6785646,SRP133552,SRR6785646_1.fastq.gz,145575,145575,118795,4949,4949,SRR6785646,Galliformes,Phasianidae,Gallus,Gallus,Cecum,"52.831637,-1.250902",10.1186/s40168-018-0477-5,UK,CoMiDa,91,46.31999241,28.61475706,4949
SRR6785649,SRR6785649,SRP133552,SRR6785649_1.fastq.gz,104466,104466,78470,4977,4977,SRR6785649,Galliformes,Phasianidae,Gallus,Gallus,Cecum,"52.831637,-1.250902",10.1186/s40168-018-0477-5,UK,CoMiDa,64,27.81012086,16.97414941,4977
SRR6785650,SRR6785650,SRP133552,SRR6785650_1.fastq.gz,109633,109633,86476,4937,4937,SRR6785650,Galliformes,Phasianidae,Gallus,Gallus,Cecum,"52.831637,-1.250902",10.1186/s40168-018-0477-5,UK,CoMiDa,92,41.03705457,25.39619109,4937
SRR6785670,SRR6785670,SRP133552,SRR6785670_1.fastq.gz,24228,24228,20951,4911,4911,SRR6785670,Galliformes,Phasianidae,Gallus,Gallus,Cecum,"52.831637,-1.250902",10.1186/s40168-018-0477-5,UK,CoMiDa,99,46.50299796,27.88653526,4911
SRR6785671,SRR6785671,SRP133552,SRR6785671_1.fastq.gz,46817,46817,38218,4903,4903,SRR6785671,Galliformes,Phasianidae,Gallus,Gallus,Cecum,"52.831637,-1.250902",10.1186/s40168-018-0477-5,UK,CoMiDa,105,51.42686981,28.4486344,4903
SRR6785672,SRR6785672,SRP133552,SRR6785672_1.fastq.gz,71443,71443,57685,4948,4948,SRR6785672,Galliformes,Phasianidae,Gallus,Gallus,Cecum,"52.831637,-1.250902",10.1186/s40168-018-0477-5,UK,CoMiDa,96,38.26688479,20.5818298,4948
SRR6785673,SRR6785673,SRP133552,SRR6785673_1.fastq.gz,143929,143929,121662,4938,4938,SRR6785673,Galliformes,Phasianidae,Gallus,Gallus,Cecum,"52.831637,-1.250902",10.1186/s40168-018-0477-5,UK,CoMiDa,94,39.47055504,20.78096498,4938
SRR6785674,SRR6785674,SRP133552,SRR6785674_1.fastq.gz,150462,150462,117725,4946,4946,SRR6785674,Galliformes,Phasianidae,Gallus,Gallus,Cecum,"52.831637,-1.250902",10.1186/s40168-018-0477-5,UK,CoMiDa,91,44.52408825,26.86661864,4946
SRR6785689,SRR6785689,SRP133552,SRR6785689_1.fastq.gz,130193,130193,106702,4960,4960,SRR6785689,Galliformes,Phasianidae,Gallus,Gallus,Cecum,"52.831637,-1.250902",10.1186/s40168-018-0477-5,UK,CoMiDa,103,42.25691226,21.52077232,4960
SRR6785690,SRR6785690,SRP133552,SRR6785690_1.fastq.gz,136337,136337,112612,4945,4945,SRR6785690,Galliformes,Phasianidae,Gallus,Gallus,Cecum,"52.831637,-1.250902",10.1186/s40168-018-0477-5,UK,CoMiDa,101,45.60897006,25.68651724,4945
SRR6785692,SRR6785692,SRP133552,SRR6785692_1.fastq.gz,130158,130158,102594,4969,4969,SRR6785692,Galliformes,Phasianidae,Gallus,Gallus,Cecum,"52.831637,-1.250902",10.1186/s40168-018-0477-5,UK,CoMiDa,90,43.26553864,26.5985276,4969
ERR1521922,ERR1521922,PRJEB14739,ERR1521922.fastq.gz,49923,49923,30010,4786,4786,ERR1521922,Casuariiformes,Dromaiidae,Dromaius,Dromaius_novaehollandiae,feces,"-37.939848,145.412228",10.1186/s13071-016-1607-1,Australia,EMP,97,51.00573815,25.48832396,4786
ERR1521923,ERR1521923,PRJEB14739,ERR1521923.fastq.gz,45874,45874,26918,4870,4870,ERR1521923,Casuariiformes,Dromaiidae,Dromaius,Dromaius_novaehollandiae,feces,"-37.939848,145.412228",10.1186/s13071-016-1607-1,Australia,EMP,104,46.89321782,19.02301026,4870
ERR1521924,ERR1521924,PRJEB14739,ERR1521924.fastq.gz,47919,47919,29556,4855,4855,ERR1521924,Casuariiformes,Dromaiidae,Dromaius,Dromaius_novaehollandiae,feces,"-37.939848,145.412228",10.1186/s13071-016-1607-1,Australia,EMP,84,40.79435309,18.70346654,4855
ERR1521925,ERR1521925,PRJEB14739,ERR1521925.fastq.gz,45756,45756,26410,4814,4814,ERR1521925,Casuariiformes,Dromaiidae,Dromaius,Dromaius_novaehollandiae,feces,"-37.939848,145.412228",10.1186/s13071-016-1607-1,Australia,EMP,125,68.58427541,31.41696152,4814
ERR1521927,ERR1521927,PRJEB14739,ERR1521927.fastq.gz,47092,47092,27318,4825,4825,ERR1521927,Casuariiformes,Dromaiidae,Dromaius,Dromaius_novaehollandiae,feces,"-37.939848,145.412228",10.1186/s13071-016-1607-1,Australia,EMP,152,93.78805054,69.01255117,4825
ERR1521928,ERR1521928,PRJEB14739,ERR1521928.fastq.gz,43762,43762,27284,4888,4888,ERR1521928,Casuariiformes,Dromaiidae,Dromaius,Dromaius_novaehollandiae,feces,"-37.939848,145.412228",10.1186/s13071-016-1607-1,Australia,EMP,94,43.64510876,23.86738777,4888
ERR1521929,ERR1521929,PRJEB14739,ERR1521929.fastq.gz,38105,38105,24005,4909,4909,ERR1521929,Casuariiformes,Dromaiidae,Dromaius,Dromaius_novaehollandiae,feces,"-37.939848,145.412228",10.1186/s13071-016-1607-1,Australia,EMP,62,26.09075006,14.71644457,4909
ERR1522136,ERR1522136,PRJEB14739,ERR1522136.fastq.gz,24170,24170,12134,4818,4818,ERR1522136,Anseriformes,Anatidae,Anser,Anser_sp.,feces,"-37.625347,145.57919",10.1186/s13071-016-1607-1,Australia,EMP,112,77.44133149,58.08508658,4818
ERR1522139,ERR1522139,PRJEB14739,ERR1522139.fastq.gz,28992,28992,14604,4930,4930,ERR1522139,Anseriformes,Anatidae,Anser,Anser_sp.,feces,"-37.625347,145.57919",10.1186/s13071-016-1607-1,Australia,EMP,61,30.59617273,20.94787702,4930
ERR1522141,ERR1522141,PRJEB14739,ERR1522141.fastq.gz,28451,28451,14335,4857,4857,ERR1522141,Anseriformes,Anatidae,Anser,Anser_sp.,feces,"-37.625347,145.57919",10.1186/s13071-016-1607-1,Australia,EMP,109,69.68450095,45.29177794,4857
ERR1522202,ERR1522202,PRJEB14739,ERR1522202.fastq.gz,25419,25419,12799,4884,4884,ERR1522202,Anseriformes,Anatidae,Anser,Anser_sp.,feces,"-37.625347,145.57919",10.1186/s13071-016-1607-1,Australia,EMP,82,44.90424785,26.9463591,4884
ERR1522214,ERR1522214,PRJEB14739,ERR1522214.fastq.gz,24388,24388,12175,4841,4841,ERR1522214,Anseriformes,Anatidae,Anser,Anser_sp.,feces,"-37.625347,145.57919",10.1186/s13071-016-1607-1,Australia,EMP,114,65.98015485,37.04860605,4841
ERR1522255,ERR1522255,PRJEB14739,ERR1522255.fastq.gz,31115,31115,15500,4817,4817,ERR1522255,Anseriformes,Anatidae,Anser,Anser_sp.,feces,"-37.625347,145.57919",10.1186/s13071-016-1607-1,Australia,EMP,126,84.40866915,59.30043421,4817
ERR1522274,ERR1522274,PRJEB14739,ERR1522274.fastq.gz,32974,32974,15769,4748,4748,ERR1522274,Anseriformes,Anatidae,Anser,Anser_sp.,feces,"-37.625347,145.57919",10.1186/s13071-016-1607-1,Australia,EMP,147,104.6021241,77.497848,4748
ERR1522350,ERR1522350,PRJEB14739,ERR1522350.fastq.gz,26352,26352,13069,4886,4886,ERR1522350,Anseriformes,Anatidae,Anser,Anser_sp.,feces,"-37.708936,145.785023",10.1186/s13071-016-1607-1,Australia,EMP,87,40.97533553,20.96288621,4886
ERR1522352,ERR1522352,PRJEB14739,ERR1522352.fastq.gz,25427,25427,12206,4820,4820,ERR1522352,Anseriformes,Anatidae,Anser,Anser_sp.,feces,"-37.708936,145.785023",10.1186/s13071-016-1607-1,Australia,EMP,104,63.04681058,40.11811432,4820
ERR1522353,ERR1522353,PRJEB14739,ERR1522353.fastq.gz,27109,27109,13319,4808,4808,ERR1522353,Anseriformes,Anatidae,Anser,Anser_sp.,feces,"-37.708936,145.785023",10.1186/s13071-016-1607-1,Australia,EMP,110,71.84778098,47.24322115,4808
ERR1522354,ERR1522354,PRJEB14739,ERR1522354.fastq.gz,24935,24935,11971,4893,4893,ERR1522354,Anseriformes,Anatidae,Anser,Anser_sp.,feces,"-37.708936,145.785023",10.1186/s13071-016-1607-1,Australia,EMP,100,60.46534815,38.49423184,4893
ERR1522377,ERR1522377,PRJEB14739,ERR1522377.fastq.gz,20960,20960,10326,4888,4888,ERR1522377,Anseriformes,Anatidae,Anser,Anser_sp.,feces,"-37.708936,145.785023",10.1186/s13071-016-1607-1,Australia,EMP,78,45.39028696,28.74284092,4888
